time,assetCode,assetName,universe,volume,close,open,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsOpenNextMktres10
2007-02-01 22:00:00+00:00,AFL.N,Aflac Inc,1,2405700,48.48,47.6,0.018273472,0.007194245,0.011475068,-0.011627907,-0.028559682
2007-02-01 22:00:00+00:00,AFR.N,American Financial Realty Trust,0,864300,11.26,11.21,0.007155635,0.000892857,0.008057296,0.008093525,0.014223633
2007-02-01 22:00:00+00:00,AG.N,First Majestic Silver Corp,1,1520000,34.91,34.15,0.027671475,0.007374631,0.08550995,0.060888475,0.060137599
2007-02-01 22:00:00+00:00,AGE.N,A G Edwards Inc,1,454100,66.93,66.6,0.01087449,0.021785824,-0.003276247,-0.015521064,-0.009727118
2007-02-01 22:00:00+00:00,AGN.N,Allergan plc,1,1436500,117.81,116.76,0.009425071,0.036576705,0.001615372,-0.003669255,-0.048025957
2007-02-01 22:00:00+00:00,AGU.N,Agrium Inc,1,2034900,34.91,34.91,0.006632065,0.018972563,0.038678965,0.038061255,0.072225777
2007-02-01 22:00:00+00:00,AH.N,R1 RCM Inc,1,2858000,63,61.95,0.041322314,0.035953177,0.042011247,0.017408441,0.027103453
2007-02-01 22:00:00+00:00,AHG.N,Apria Healthcare Group Inc,0,1158300,27.36,27.77,-0.014764134,0.002165283,-0.035600987,-0.026979678,0.114475149
2007-02-01 22:00:00+00:00,AHL.N,Aspen Insurance Holdings Ltd,0,887400,26,25.62,0.014832162,0.003132341,0.003473562,-0.012716763,0.027959315
2007-02-01 22:00:00+00:00,AHS.N,AMN Healthcare Services Inc,0,329700,26.32,25.9,0.017001546,0.03475829,0.011918493,-0.040029652,0.000930858
2007-02-01 22:00:00+00:00,AHT.N,Ashford Hospitality Trust Inc,0,451000,12.73,12.36,0.034118603,0.004878049,0.05730897,0.02828619,-0.01918405
2007-02-01 22:00:00+00:00,AIN.N,Albany International Corp,0,117700,34.29,33.94,0.010312316,0.002955083,0.048944631,0.039509954,-0.018636353
2007-02-01 22:00:00+00:00,AINV.O,Apollo Investment Corp,1,961700,22.32,22.23,0.005405405,0.003611738,0.018248175,0.005882353,0.038203623
2007-02-01 22:00:00+00:00,AIR.N,AAR Corp,0,967200,29.36,29.76,-0.014434374,0.051590106,0.03343893,0.040195736,0.040983289
2007-02-01 22:00:00+00:00,AIT.N,Applied Industrial Technologies Inc,0,274400,25.1,24.56,0.02365416,0.014876033,0.038907285,-0.00405515,-0.024102106
2007-02-01 22:00:00+00:00,AIV.N,Apartment Investment and Management Co,1,858000,62.59,62.63,-0.000638672,0.008859536,0.039873733,0.049078727,-0.031623802
2007-02-01 22:00:00+00:00,AIZ.N,Assurant Inc,1,1020600,56.36,55.57,0.014033825,-0.002333932,-0.007746479,-0.020792952,-0.039342666
2007-02-01 22:00:00+00:00,AJG.N,Arthur J Gallagher & Co,1,990800,28.77,28.75,0.003487967,-0.014398354,0.006295908,0.001393243,0.001589596
2007-02-01 22:00:00+00:00,AKAM.O,Akamai Technologies Inc,1,2801000,55.51,56.61,-0.011925952,0.016520022,0.050529902,0.064698138,0.013803955
2007-02-01 22:00:00+00:00,AKR.N,Acadia Realty Trust,0,251000,26.04,25.79,0.013623978,0.006242684,0.02519685,0.013757862,0.054497353
2007-02-01 22:00:00+00:00,AKS.N,AK Steel Holding Corp,1,3464400,21.69,21.31,0.030893536,0.009952607,0.309782609,0.266191325,0.042568009
2007-02-01 22:00:00+00:00,ALB.N,Albemarle Corp,0,327400,79.25,78.5,0.016286227,-0.001907184,0.088449389,0.081863286,0.044098274
2007-02-01 22:00:00+00:00,ALD.N,Allied Capital Corp,1,1543900,29.81,29,0.032917533,0.020767335,0.005057316,-0.014276003,0.000790915
2007-02-01 22:00:00+00:00,ALGN.O,Align Technology Inc,0,1826049,16.61,16.03,0.003019324,-0.029661017,0.157491289,0.121763471,0.063451328
2007-02-01 22:00:00+00:00,ALK.N,Alaska Air Group Inc,1,390700,42.83,42.96,-0.000466744,0.026032959,0.015169471,0.012252592,0.005669116
2007-02-01 22:00:00+00:00,ALL.N,Allstate Corp,1,5705700,61,60.25,0.013962766,-0.021915584,-0.050879104,-0.065746627,0.015605634
2007-02-01 22:00:00+00:00,ALNY.O,Alnylam Pharmaceuticals Inc,0,145260,21.37,21.28,0.006120527,0.011406844,-0.001868286,-0.022952355,-0.068344013
2007-02-01 22:00:00+00:00,ALO.N,Alio Gold Inc,0,661800,27.97,27.75,0.015245009,0.014625229,0.095573835,0.095106551,0.008433108
2007-02-01 22:00:00+00:00,ALTR.O,Altair Engineering Inc,1,3545951,20.22,20.15,0.008478803,0.011546185,0.031632653,0.023362113,0.022266477
2007-02-01 22:00:00+00:00,ALU.N,Alcatel Lucent SA,1,7703200,12.84,12.85,-0.012307692,0.008634223,-0.106471816,-0.105153203,0.004881084
2007-02-01 22:00:00+00:00,ALV.N,Autoliv Inc,1,410100,61.03,60.4,0.011435201,0.006498917,0.001641228,-0.004639123,-0.030566209
2007-02-01 22:00:00+00:00,ALXN.O,Alexion Pharmaceuticals Inc,0,670027,42.43,41.77,0.020687996,0.016549039,0.009757258,-0.011360947,-0.07850396
2007-02-01 22:00:00+00:00,AMAT.O,Applied Materials Inc,1,22197983,17.94,17.77,0.011844332,0.003954802,-0.016986301,-0.028961749,0.036583753
2007-02-01 22:00:00+00:00,AMD.N,Advanced Micro Devices Inc,1,23451900,15.77,15.65,0.01414791,-0.011370815,-0.119977679,-0.128619154,-0.073279131
2007-02-01 22:00:00+00:00,AME.N,Ametek Inc,1,332900,34.75,34.86,0.002596653,0.015734266,0.090709353,0.085981308,0.025267892
2007-02-01 22:00:00+00:00,AMED.O,Amedisys Inc,0,464275,33,32.35,0.021039604,0.032556655,0.05129022,0.008730901,0.01930451
2007-02-01 22:00:00+00:00,AMG.N,Affiliated Managers Group Inc,0,481100,113.42,114,0.018132855,0.035328308,0.052426464,0.050110538,-0.101873687
2007-02-01 22:00:00+00:00,AMGN.O,Amgen Inc,1,13781108,69.49,70.19,-0.012505329,-0.002982955,-0.056995522,-0.0496886,-0.025216857
2007-02-01 22:00:00+00:00,AMKR.O,Amkor Technology Inc,1,1982594,10.83,10.6,0.028490028,0.007604563,0.047388781,0.017176854,0.048397855
2007-02-01 22:00:00+00:00,AMLN.O,Amylin Pharmaceuticals LLC,1,2756350,38.5,38.75,-0.008498584,-0.007682458,-0.053356282,-0.053261666,0.016360211
2007-02-01 22:00:00+00:00,AMMD.O,Astora Women's Health Holdings LLC,0,419510,20.24,20.05,0.016574586,0.010075567,0.014028056,0.009566969,0.049727586
2007-02-01 22:00:00+00:00,AMP.N,Ameriprise Financial Inc,1,990600,59.04,58.96,0.003228547,0.01373272,0.026025241,0.018100752,0.029932975
2007-02-01 22:00:00+00:00,AMT.N,American Tower Corp,1,2217500,40.02,39.99,0.004770274,0.0078125,0.007806598,0.002506894,0.003640317
2007-02-01 22:00:00+00:00,AMTD.O,TD Ameritrade Holding Corp,1,3310528,17.71,17.75,0.001130582,0.031976744,0.008542141,0.008522727,-0.057046958
2007-02-01 22:00:00+00:00,AMX.N,America Movil SAB de CV,1,5528900,44.87,44.97,0.011496844,0.033555504,0.043973941,0.020885358,0.043795465
2007-02-01 22:00:00+00:00,AMZN.O,Amazon.com Inc,1,26356712,38.7,37.95,0.027342713,0.027063599,0.046511628,0.020435601,0.052946043
2007-02-01 22:00:00+00:00,AN.N,AutoNation Inc,1,1717200,22.6,22.45,0.006681514,0.011261261,0.043397969,0.040315107,0.013409046
2007-02-01 22:00:00+00:00,ANDE.O,Andersons Inc,0,273166,40.58,40.15,0.020623742,0.036396489,0.037851662,0.029223276,-0.03500477
2007-02-01 22:00:00+00:00,ANDW.O,Commscope Technologies LLC,1,4692783,10.39,10.31,-0.02165725,-0.067811935,0.026679842,0.023833168,0.056909656
2007-02-01 22:00:00+00:00,ANF.N,Abercrombie & Fitch Co,1,2435800,81.51,79.62,0.024767413,0.022736031,0.025541017,0.004542014,-0.005778496
2007-02-01 22:00:00+00:00,ANR.N,Alpha Natural Resources Inc,0,852000,13.72,13.5,0.017804154,0.00896861,0.098478783,0.079136691,0.021786475
2007-02-01 22:00:00+00:00,AOC.N,Aon Corp,1,1189600,36.12,35.87,0.007250418,0.011562324,0.046228693,0.03988717,0.057219766
2007-02-01 22:00:00+00:00,AOS.N,A. O. Smith Corp,0,492700,38.93,38.33,0.015123859,-0.001302762,0.086187534,0.064126278,-0.011395394
2007-02-01 22:00:00+00:00,APA.N,Apache Corp,1,6339700,71.57,72.69,-0.019185967,0.014231896,0.090175171,0.098700121,-0.001528673
2007-02-01 22:00:00+00:00,APC.N,Anadarko Petroleum Corp,1,4386200,43.92,44.1,0.003885714,0.024152346,0.053490046,0.048003802,-0.081236262
2007-02-01 22:00:00+00:00,APD.N,Air Products and Chemicals Inc,1,1256100,74.71,74.62,0.000669703,0.018286026,0.057167115,0.050246305,0.012615152
2007-02-01 22:00:00+00:00,APH.N,Amphenol Corp,1,473600,67.78,67.81,0.000886001,0.019086264,0.052321068,0.041308354,-0.012905665
2007-02-01 22:00:00+00:00,APKT.O,Acme Packet Inc,0,876166,15.15,16.01,-0.045969773,-0.030871671,-0.158333333,-0.119216592,0.136983662
2007-02-01 22:00:00+00:00,APOL.O,Apollo Education Group Inc,1,1705126,42.96,43.4,-0.010138249,0.009302326,0.040697674,0.051356589,0.064168989
2007-02-01 22:00:00+00:00,APPB.O,Applebee's International Inc,1,2487535,24.58,24.73,-0.02614897,-0.010404162,0,-0.005629272,0.068775561
2007-02-01 22:00:00+00:00,AQNT.O,Aquantive Inc,1,761459,27.06,26.82,0.009701493,0.009409108,0.040769231,0.041958042,0.030822214
